,URL,Title,Specifications
101,https://www.tudorwatch.com/en/watches/black-bay-bronze/m79250ba-0002,Black Bay Bronze : M79250BA-0002,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 43 mm bronze case with bronze-coloured PVD-treated steel case back and satin finish
Movement : Manufacture Calibre MT5601 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Bronze screw-down winding crown adorned with an engraved TUDOR rose
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotatable bezel in bronze with 60-minute graduated disc in matt slate grey anodised aluminium
Dial : Slate grey, domed
Crystal : Domed sapphire crystal
Bracelet : Slate grey fabric strap with bronze buckle"
102,https://www.tudorwatch.com/en/watches/pelagos/m25610tnl-0001,Pelagos : M25610TNL-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 42 mm titanium and steel case with satin finishNumbered steel case back
Movement : Manufacture Calibre MT5612-LHD (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Titanium screw-down winding crown at 9 o’clock with the TUDOR logo in reliefAutomatic helium escape valve at 3 o’clock
Waterproofness : Waterproof to 500 m (1,640 ft)
Bezel : Titanium unidirectional rotatable 60-minute graduated bezel with ceramic matt black disc and graduations with beige luminescent coating
Dial : BlackDate at 3 o’clock with even numbered days displayed in red and odd numbered days in black
Crystal : Sapphire crystal
Bracelet : Titanium bracelet with folding clasp and safety catch in steel with bracelet extension system developed and patented by TUDOR"
103,https://www.tudorwatch.com/en/watches/pelagos/m25600tn-0001,Pelagos : M25600TN-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 42 mm titanium and steel case with satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Titanium winding crown with TUDOR logo in reliefHelium escape valve at 9 o’clock
Waterproofness : Waterproof to 500 m (1,640 ft)
Bezel : Unidirectional rotatable bezel in titanium, graduated over 60 minutes with ceramic matt black disc and graduations with white luminescent material
Dial : Black with white indexDate at 3 o’clock
Crystal : Sapphire crystal
Bracelet : Titanium bracelet with folding clasp and safety catch in steel with bracelet extension system developed and patented by TUDOR"
104,https://www.tudorwatch.com/en/watches/pelagos/m25600tb-0001,Pelagos : M25600TB-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 42 mm titanium and steel case with satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Titanium winding crown with TUDOR logo in reliefHelium escape valve at 9 o’clock
Waterproofness : Waterproof to 500 m (1,640 ft)
Bezel : Unidirectional rotatable bezel in titanium, graduated over 60 minutes with ceramic matt blue disc and graduations with white luminescent material
Dial : Blue with white indexDate at 3 o’clock
Crystal : Sapphire crystal
Bracelet : Titanium bracelet with folding clasp and safety catch in steel with bracelet extension system developed and patented by TUDOR"
105,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0006,TUDOR Royal : M28600-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Blue, sunray-finish, with diamondsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
106,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0005,TUDOR Royal : M28600-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Blue, sunray-finishApplied Roman numeralsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
107,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0002,TUDOR Royal : M28600-0002,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Silver, sunray-finish, with diamondsApplied Roman numeralsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
108,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0001,TUDOR Royal : M28600-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Silver, sunray-finishApplied Roman numeralsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
109,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0004,TUDOR Royal : M28600-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Black, sunray-finish, with diamondsApplied Roman numeralsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
110,https://www.tudorwatch.com/en/watches/tudor-royal/m28600-0003,TUDOR Royal : M28600-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Notched bezel in 316L steel, alternating cut grooves and polished finish
Dial : Black, sunray-finishApplied Roman numeralsDay of the week at 12 o’clockDate at 3 o'clock
Crystal : Sapphire crystal
Bracelet : Integrated bracelet in 316L steel, 5 rows, satin-brushed external and central links, polished intermediate links, with folding clasp and safety catch"
111,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0004,Black Bay Date : M79733N-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Champagne-colour, domed
Crystal : Domed sapphire crystal
Bracelet : Steel and yellow gold bracelet with folding clasp and safety catch"
112,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0003,Black Bay Date : M79733N-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Champagne-colour, domed
Crystal : Domed sapphire crystal
Bracelet : Brown aged leather strap with folding clasp and safety catch"
113,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0006,Black Bay Date : M79733N-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Champagne-colour, domed
Crystal : Domed sapphire crystal
Bracelet : Brown fabric strap with buckle"
114,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0008,Black Bay Date : M79733N-0008,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Steel and yellow gold bracelet with folding clasp and safety catch"
115,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0007,Black Bay Date : M79733N-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Brown aged leather strap with folding clasp and safety catch"
116,https://www.tudorwatch.com/en/watches/black-bay-date/m79733n-0005,Black Bay Date : M79733N-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodised aluminium winding crown tube
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Unidirectional rotating bezel in yellow gold with 60-minute graduated matt black anodised aluminium disc, gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Brown fabric strap with buckle"
117,https://www.tudorwatch.com/en/watches/black-bay-chrono/m79363n-0001,Black Bay Chrono : M79363N-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5813 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR rose in reliefYellow gold screw-down pushers at 2 and 4 o'clock
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Fixed yellow gold bezel with matt black anodised aluminium disc with tachymetric scale, yellow gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Riveted steel and yellow gold bracelet, polished and satin finish, with folding clasp and safety catch"
118,https://www.tudorwatch.com/en/watches/black-bay-chrono/m79363n-0002,Black Bay Chrono : M79363N-0002,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5813 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR rose in reliefYellow gold screw-down pushers at 2 and 4 o'clock
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Fixed yellow gold bezel with matt black anodised aluminium disc with tachymetric scale, yellow gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Brown leather with removable bund, with folding clasp and safety catch"
119,https://www.tudorwatch.com/en/watches/black-bay-chrono/m79363n-0003,Black Bay Chrono : M79363N-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 41 mm steel case with polished and satin finish
Movement : Manufacture Calibre MT5813 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR rose in reliefYellow gold screw-down pushers at 2 and 4 o'clock
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : Fixed yellow gold bezel with matt black anodised aluminium disc with tachymetric scale, yellow gold markings
Dial : Black, domed
Crystal : Domed sapphire crystal
Bracelet : Black fabric strap with buckle"
120,https://www.tudorwatch.com/en/watches/black-bay-p01/m70150-0001,Black Bay P01 : M70150-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 42 mm steel case with satin finish
Movement : Manufacture Calibre MT5612 (COSC)Self-winding mechanical movement with bidirectional rotor system
Power Reserve : Power reserve of approximately 70 hours
Winding Crown : Screw-down steel winding crown at 4 o'clock, with the TUDOR logo in relief
Waterproofness : Waterproof to 200 m (660 ft)
Bezel : 60-notch, 12-hour graduated steel bidirectional rotating bezel with stop system for the bidirectional rotating bezel via a mobile end-link at 12 o'clock
Dial : Black, domedDate at 3 o'clock
Crystal : Domed sapphire crystal
Bracelet : Brown leather strap with folding clasp"
121,https://www.tudorwatch.com/en/watches/clair-de-rose/m35500-0004,Clair de Rose : M35500-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 30 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T201
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with transparent blue spinel cabochon
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Opaline with 8 diamonds
Crystal : Sapphire crystal
Bracelet : Steel bracelet with folding clasp and safety catchSteel attachments"
122,https://www.tudorwatch.com/en/watches/clair-de-rose/m35500-0001,Clair de Rose : M35500-0001,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 30 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T201
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown, with transparent blue spinel cabochon
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Smooth steel bezel with polished finish
Dial : Opaline
Crystal : Sapphire crystal
Bracelet : Steel bracelet with folding clasp and safety catchSteel attachments"
123,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0004,Glamour Date+Day : M56003-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour jacquard with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
124,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0006,Glamour Date+Day : M56003-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
125,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0029,Glamour Date+Day : M56003-0029,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour jacquard with 10 diamondsCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
126,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0035,Glamour Date+Day : M56003-0035,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour with 10 diamondsCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
127,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0003,Glamour Date+Day : M56003-0003,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour jacquardDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
128,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0005,Glamour Date+Day : M56003-0005,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colourDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
129,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0010,Glamour Date+Day : M56003-0010,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colour jacquardCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
130,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0024,Glamour Date+Day : M56003-0024,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Champagne-colourCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
131,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0008,Glamour Date+Day : M56003-0008,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Black with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
132,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0045,Glamour Date+Day : M56003-0045,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Black with 10 diamondsCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
133,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0007,Glamour Date+Day : M56003-0007,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : BlackDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
134,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0040,Glamour Date+Day : M56003-0040,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : BlackCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
135,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0113,Glamour Date+Day : M56003-0113,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Opaline with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
136,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0115,Glamour Date+Day : M56003-0115,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : Opaline with 10 diamondsCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
137,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0112,Glamour Date+Day : M56003-0112,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : OpalineDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel and yellow gold bracelet; with folding clasp and safety catch"
138,https://www.tudorwatch.com/en/watches/glamour-date-day/m56003-0107,Glamour Date+Day : M56003-0107,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Yellow gold screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel and yellow gold double bezel with polished finish
Dial : OpalineCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
139,https://www.tudorwatch.com/en/watches/glamour-date-day/m56000-0004,Glamour Date+Day : M56000-0004,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel double bezel with polished finish
Dial : Silver jacquard with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel bracelet; with folding clasp and safety catch"
140,https://www.tudorwatch.com/en/watches/glamour-date-day/m56000-0006,Glamour Date+Day : M56000-0006,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel double bezel with polished finish
Dial : Silver with 10 diamondsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Steel bracelet; with folding clasp and safety catch"
141,https://www.tudorwatch.com/en/watches/glamour-date-day/m56000-0028,Glamour Date+Day : M56000-0028,"Five year Guarantee : Five-year transferable guarantee with no registration or periodic maintenance checks required
Case : 39 mm steel case with polished finish
Movement : Self-winding mechanical movement, Calibre T603
Power Reserve : Power reserve of approximately 38 hours
Winding Crown : Steel screw-down winding crown with the TUDOR logo
Waterproofness : Waterproof to 100 m (330 ft)
Bezel : Steel double bezel with polished finish
Dial : Silver with 11 diamondsCut-out feuille handsDate at 3 o’clockDay of the week at 12 o’clock
Crystal : Sapphire crystal
Bracelet : Shiny black leather strap with folding clasp"
